,ensembl_gene_id,mgi_symbol,entrezgene
597,ENSMUSG00000101357,Gm2495,NA
598,ENSMUSG00000101822,Gm29396,NA
599,ENSMUSG00000071302,2610044O15Rik8,72139
600,ENSMUSG00000055210,Foxd2,17301
601,ENSMUSG00000112014,Gm48435,NA
602,ENSMUSG00000107990,Gm7890,NA
603,ENSMUSG00000066877,Nck2,17974
604,ENSMUSG00000106574,Gm2451,NA
605,ENSMUSG00000029815,Malsu1,75593
606,ENSMUSG00000104992,Gm43163,NA
607,ENSMUSG00000047940,Stpg2,381476
608,ENSMUSG00000106372,Igkv14-126-1,NA
609,ENSMUSG00000094113,5430401F13Rik,71392
610,ENSMUSG00000029112,Nkx1-1,672284
611,ENSMUSG00000080929,Gm12891,NA
612,ENSMUSG00000105705,,NA
613,ENSMUSG00000101560,Gm28127,NA
614,ENSMUSG00000105005,Gm9729,NA
615,ENSMUSG00000104982,Gm32554,NA
616,ENSMUSG00000094530,Gm21399,NA
617,ENSMUSG00000081699,Gm15213,NA
618,ENSMUSG00000110605,Gm32856,NA
619,ENSMUSG00000094345,Igkv14-126,NA
620,ENSMUSG00000029119,Man2b2,17160
621,ENSMUSG00000095918,Gm5861,545728
622,ENSMUSG00000099367,Gm29512,NA
623,ENSMUSG00000085399,Foxd2os,NA
624,ENSMUSG00000099666,Gm29511,NA
625,ENSMUSG00000095737,Igkv11-125,NA
626,ENSMUSG00000059263,Usp47,74996
627,ENSMUSG00000032469,Dbr1,83703
628,ENSMUSG00000051515,Fam181b,58238
629,ENSMUSG00000023827,Agpat4,68262
630,ENSMUSG00000104054,Gm38131,NA
631,ENSMUSG00000110943,Gm30674,NA
632,ENSMUSG00000105893,Wdr46-ps,NA
633,ENSMUSG00000104073,Gm37029,NA
634,ENSMUSG00000089653,Gm15841,NA
635,ENSMUSG00000111106,Gm3318,NA
636,ENSMUSG00000113682,Gm48630,NA
637,ENSMUSG00000054061,Gm9934,NA
638,ENSMUSG00000102998,Gm37763,NA
639,ENSMUSG00000107727,Gm18010,NA
640,ENSMUSG00000040407,Akap9,100986
641,ENSMUSG00000019715,Gle1,74412
642,ENSMUSG00000047021,Cfap65,241116
643,ENSMUSG00000062054,Iah1,67732
644,ENSMUSG00000029814,Igf2bp3,140488
645,ENSMUSG00000113056,6030440G07Rik,NA
646,ENSMUSG00000071434,9230019H11Rik,NA
647,ENSMUSG00000097644,Gm26862,NA
648,ENSMUSG00000113597,Gm48631,NA
649,ENSMUSG00000100331,Gm20880,108168516
650,ENSMUSG00000104811,Gm33093,NA
651,ENSMUSG00000101954,Gm28128,NA
652,ENSMUSG00000110909,B020014A21Rik,NA
653,ENSMUSG00000109196,Gm44715,NA
654,ENSMUSG00000099471,Gm8451,NA
655,ENSMUSG00000103306,Gm37801,NA
656,ENSMUSG00000104039,Gm37772,NA
657,ENSMUSG00000113200,Gm48632,NA
658,ENSMUSG00000098659,1110015O18Rik,NA
659,ENSMUSG00000104378,Gm37510,NA
660,ENSMUSG00000037896,Rcor1,217864
661,ENSMUSG00000103390,Gm38301,NA
662,ENSMUSG00000096538,Gm21853,NA
663,ENSMUSG00000099348,Gm28132,NA
664,ENSMUSG00000103422,Gm37536,NA
665,ENSMUSG00000026347,Tmem163,72160
666,ENSMUSG00000103945,Gm38228,NA
667,ENSMUSG00000026469,Xpr1,19775
668,ENSMUSG00000096663,Vmn1r103,667129
669,ENSMUSG00000111242,Gm8155,NA
670,ENSMUSG00000096903,Vmn1r104,667135
671,ENSMUSG00000034918,Cdhr2,268663
672,ENSMUSG00000043794,D830025C05Rik,NA
673,ENSMUSG00000111625,Gm48097,NA
674,ENSMUSG00000093774,Vmn1r-ps151,NA
675,ENSMUSG00000110787,Gm6667,NA
676,ENSMUSG00000110038,Gm45570,NA
677,ENSMUSG00000091618,H60c,670558
678,ENSMUSG00000114090,Gm9472,NA
679,ENSMUSG00000079471,Mymx,653016
680,ENSMUSG00000028476,Reck,53614
681,ENSMUSG00000113223,Gm48147,NA
682,ENSMUSG00000052593,Adam17,11491
683,ENSMUSG00000095277,Rps12-ps22,NA
684,ENSMUSG00000068122,Agtr2,11609
685,ENSMUSG00000042185,Nfrkb,235134
686,ENSMUSG00000023249,Parp3,235587
687,ENSMUSG00000087356,Gm13856,NA
688,ENSMUSG00000110587,Gm7344,NA
689,ENSMUSG00000042360,4930433N12Rik,NA
690,ENSMUSG00000018999,Slc35b4,58246
691,ENSMUSG00000038801,Scgb1c1,338417
692,ENSMUSG00000110425,Gm32390,NA
693,ENSMUSG00000104141,Gm6140,NA
694,ENSMUSG00000114110,Gm46379,NA
695,ENSMUSG00000093444,Vmn1r-ps152,NA
696,ENSMUSG00000100390,Gm20881,108168540
697,ENSMUSG00000101734,4933400C23Rik,NA
698,ENSMUSG00000102348,Gm10568,NA
699,ENSMUSG00000101263,Gm29121,NA
700,ENSMUSG00000025487,Psmd13,23997
701,ENSMUSG00000096922,Gm17308,NA
702,ENSMUSG00000099986,Gm29120,NA
703,ENSMUSG00000089927,Gm16539,NA
704,ENSMUSG00000102276,2900069G24Rik,NA
705,ENSMUSG00000026514,Cnih3,72978
706,ENSMUSG00000091539,Vmn1r238,100312476
707,ENSMUSG00000026278,Bok,51800
708,ENSMUSG00000063911,Tdgf1-ps2,NA
709,ENSMUSG00000102592,Gm38385,NA
710,ENSMUSG00000096632,Igkv9-124,NA
711,ENSMUSG00000108287,Gm44473,NA
712,ENSMUSG00000102343,Gm37381,NA
713,ENSMUSG00000022191,Drosha,14000
714,ENSMUSG00000090751,Vmn2r63,435975
715,ENSMUSG00000097634,Gm26827,NA
716,ENSMUSG00000081848,Gm14925,NA
717,ENSMUSG00000101991,Gm21724,NA
718,ENSMUSG00000032640,Chsy1,269941
719,ENSMUSG00000086224,2700069I18Rik,NA
720,ENSMUSG00000081742,Gm9051,NA
721,ENSMUSG00000066772,Obox3,246791
722,ENSMUSG00000100076,Gm20963,NA
723,ENSMUSG00000101100,Gm28326,NA
724,ENSMUSG00000078122,F630028O10Rik,NA
725,ENSMUSG00000103881,Gm10748,NA
726,ENSMUSG00000025255,Zfhx4,80892
727,ENSMUSG00000060950,Trmt61a,328162
728,ENSMUSG00000103525,Gm37262,NA
729,ENSMUSG00000004364,Cul3,26554
730,ENSMUSG00000108699,Gm18988,NA
731,ENSMUSG00000026180,Cxcr2,12765
732,ENSMUSG00000076512,Igkv9-123,NA
733,ENSMUSG00000042554,Zp3r,22789
734,ENSMUSG00000094766,Trav7-4,NA
735,ENSMUSG00000036155,Mgat5,107895
736,ENSMUSG00000042367,Gjb3,14620
737,ENSMUSG00000105666,Gm18711,NA
738,ENSMUSG00000042286,Stab1,192187
739,ENSMUSG00000076831,Trav8-1,NA
740,ENSMUSG00000044206,Vsig4,278180
741,ENSMUSG00000047989,Ino80c,225280
742,ENSMUSG00000097085,Gm26634,NA
743,ENSMUSG00000068879,Gm5773,NA
744,ENSMUSG00000100118,Gm29117,NA
745,ENSMUSG00000089792,Gm16571,NA
746,ENSMUSG00000086356,Gm13441,NA
747,ENSMUSG00000060256,Tdpoz4,399675
748,ENSMUSG00000026840,Lamc3,23928
749,ENSMUSG00000068744,Psrc1,56742
750,ENSMUSG00000109738,Gm33096,NA
751,ENSMUSG00000096900,Trav9-1,NA
752,ENSMUSG00000082491,Gm5909,NA
753,ENSMUSG00000026358,Rgs1,50778
754,ENSMUSG00000058005,Tdpoz3,399674
755,ENSMUSG00000032220,Myo1e,71602
756,ENSMUSG00000040767,Snrnp25,78372
757,ENSMUSG00000109593,Gm45431,NA
758,ENSMUSG00000103512,Gm37430,NA
759,ENSMUSG00000091682,Tcrg-C3,NA
760,ENSMUSG00000110294,Gm45430,NA
761,ENSMUSG00000111114,Gm18703,NA
762,ENSMUSG00000076752,Tcrg-C2,NA
763,ENSMUSG00000091292,Gm3104,NA
764,ENSMUSG00000038252,Ncapd2,68298
765,ENSMUSG00000000628,Hk2,15277
766,ENSMUSG00000107972,Gm18198,NA
767,ENSMUSG00000022857,Tmprss15,19146
768,ENSMUSG00000040653,Ppp1r14c,76142
769,ENSMUSG00000106974,Vmn1r-ps5,NA
770,ENSMUSG00000000157,Itgb2l,16415
771,ENSMUSG00000081859,Olfr650-ps1,NA
772,ENSMUSG00000105830,Trgj2,NA
773,ENSMUSG00000099380,Gm28130,NA
774,ENSMUSG00000004897,Hdgf,15191
775,ENSMUSG00000092162,Vmn2r86,625109
776,ENSMUSG00000107380,Vmn1r-ps6,NA
777,ENSMUSG00000106893,Vmn1r-ps7,NA
778,ENSMUSG00000076754,Trgv2,NA
779,ENSMUSG00000044518,Foxe3,30923
780,ENSMUSG00000113199,Gm9229,NA
781,ENSMUSG00000110491,Gm31138,NA
782,ENSMUSG00000110111,Gm7786,NA
783,ENSMUSG00000085171,D830026I12Rik,NA
784,ENSMUSG00000113155,Gm48354,NA
785,ENSMUSG00000110186,Gm7789,NA
786,ENSMUSG00000101412,Gm28131,NA
787,ENSMUSG00000108612,Gm44634,NA
788,ENSMUSG00000108259,Gm6727,NA
789,ENSMUSG00000107185,Gm42642,NA
790,ENSMUSG00000096149,Trav6-5,NA
791,ENSMUSG00000082884,Gm13339,NA
792,ENSMUSG00000104123,Gm37483,NA
793,ENSMUSG00000062477,Hmgb1l,NA
794,ENSMUSG00000083563,Gm13340,NA
795,ENSMUSG00000025900,Rp1,19888
796,ENSMUSG00000082516,Gm13342,NA
797,ENSMUSG00000083863,Gm13341,NA
798,ENSMUSG00000025716,Myo3a,667663
799,ENSMUSG00000048067,Olfr1349,269862
800,ENSMUSG00000000058,Cav2,12390
801,ENSMUSG00000029070,Mxra8,74761
802,ENSMUSG00000047710,Champ1,101994
803,ENSMUSG00000028719,Cmpk1,66588
804,ENSMUSG00000087141,Plcxd2,433022
805,ENSMUSG00000107424,Gm18839,NA
806,ENSMUSG00000028634,Hivep3,16656
807,ENSMUSG00000085826,Gm15638,NA
808,ENSMUSG00000000759,Tubgcp3,259279
809,ENSMUSG00000081118,Gm6758,NA
810,ENSMUSG00000100101,Gm29591,NA
811,ENSMUSG00000113360,Gm48355,NA
812,ENSMUSG00000031394,Opn1mw,14539
813,ENSMUSG00000007655,Cav1,12389
814,ENSMUSG00000102948,Gm6101,NA
815,ENSMUSG00000111005,Gm33619,NA
816,ENSMUSG00000055452,Gm7353,NA
817,ENSMUSG00000090795,Gm7346,NA
818,ENSMUSG00000110646,Olfr369-ps1,NA
819,ENSMUSG00000033149,Phldb2,208177
820,ENSMUSG00000110967,Gm40608,NA
821,ENSMUSG00000107523,Gm44451,NA
822,ENSMUSG00000089888,Gm16547,NA
823,ENSMUSG00000108971,Gm18210,NA
824,ENSMUSG00000085536,Gm14950,NA
825,ENSMUSG00000098861,Ranbp2-ps9,NA
826,ENSMUSG00000019762,Iyd,70337
827,ENSMUSG00000074369,Obox2,246792
828,ENSMUSG00000103076,Gm37902,NA
829,ENSMUSG00000029097,Trmt44,78890
830,ENSMUSG00000080892,Gm9266,NA
831,ENSMUSG00000093796,Rps12-ps23,NA
832,ENSMUSG00000024959,Bad,12015
833,ENSMUSG00000095497,Igkv1-122,NA
834,ENSMUSG00000044609,Gm9294,NA
835,ENSMUSG00000095521,Astx5,NA
836,ENSMUSG00000076514,Igkv17-121,NA
837,ENSMUSG00000106535,Gm43031,NA
838,ENSMUSG00000001467,Cyp51,13121
839,ENSMUSG00000094015,Rps12-ps20,NA
840,ENSMUSG00000091528,Gm9268,668612
841,ENSMUSG00000021814,Anxa7,11750
842,ENSMUSG00000031367,Ap1s2,108012
843,ENSMUSG00000072049,Vmn2r121,22300
844,ENSMUSG00000072049,Vmn2r121,100038941
845,ENSMUSG00000108044,Gm44459,NA
846,ENSMUSG00000100249,Btbd35f23,100861966
847,ENSMUSG00000107956,Speer9-ps1,NA
848,ENSMUSG00000096426,Btbd35f24,NA
849,ENSMUSG00000096761,Gm5726,435946
850,ENSMUSG00000112112,Gm48508,NA
851,ENSMUSG00000092404,Gm9921,NA
852,ENSMUSG00000005534,Insr,16337
853,ENSMUSG00000038256,Bcl9,77578
854,ENSMUSG00000033737,Fndc3c1,333564
855,ENSMUSG00000095837,Gm4141,100042976
856,ENSMUSG00000031796,Cfap20,14894
857,ENSMUSG00000109060,Gm4513,101055864
858,ENSMUSG00000112054,Gm33680,NA
859,ENSMUSG00000085264,Gm15581,NA
860,ENSMUSG00000030410,Dmwd,13401
861,ENSMUSG00000109469,Gm8486,NA
862,ENSMUSG00000112712,Gm18755,NA
863,ENSMUSG00000048480,Cxcr1,227288
864,ENSMUSG00000107540,Gm43911,NA
865,ENSMUSG00000063406,Tmed5,73130
866,ENSMUSG00000090293,Gm17034,NA
867,ENSMUSG00000107474,Gm43932,NA
868,ENSMUSG00000091511,Vmn2r87,625131
869,ENSMUSG00000046623,Gjb4,14621
870,ENSMUSG00000073679,Mxra8os,NA
871,ENSMUSG00000111086,Gm48671,NA
872,ENSMUSG00000111333,Gm48670,NA
873,ENSMUSG00000111293,Gm34006,NA
874,ENSMUSG00000102122,Gm20883,100861691
875,ENSMUSG00000102122,Gm20883,108168553
876,ENSMUSG00000107784,Gm43943,NA
877,ENSMUSG00000096551,Trav10,NA
878,ENSMUSG00000099823,Gm28054,NA
879,ENSMUSG00000044770,Scml4,268297
880,ENSMUSG00000080734,Gm12006,NA
881,ENSMUSG00000054497,Tas2r130,387355
882,ENSMUSG00000101309,Gm29397,NA
883,ENSMUSG00000085561,1700046C09Rik,NA
884,ENSMUSG00000112195,Gm35405,NA
885,ENSMUSG00000112742,Gm31793,NA
886,ENSMUSG00000026421,Csrp1,13007
887,ENSMUSG00000031393,Mecp2,17257
888,ENSMUSG00000026455,Klhl12,240756
889,ENSMUSG00000072244,Trim6,94088
890,ENSMUSG00000016481,Cr1l,12946
891,ENSMUSG00000115115,,NA
892,ENSMUSG00000067262,Vmn1r239-ps,NA
893,ENSMUSG00000073198,Bnip3l-ps,NA
894,ENSMUSG00000110346,Gm18122,NA
895,ENSMUSG00000113736,Gm40879,NA
896,ENSMUSG00000031209,Heph,15203
897,ENSMUSG00000021277,Traf3,22031
898,ENSMUSG00000054272,Zscan4c,245109
899,ENSMUSG00000096846,Gm8890,NA
900,ENSMUSG00000036231,Agr3,403205
901,ENSMUSG00000028403,Zdhhc21,68268
902,ENSMUSG00000087412,Gm15501,NA
903,ENSMUSG00000115888,,NA
904,ENSMUSG00000069516,Lyz2,17105
905,ENSMUSG00000105564,Gm8891,NA
906,ENSMUSG00000109175,Gm44947,NA
907,ENSMUSG00000106148,Gm32877,NA
908,ENSMUSG00000030523,Trpm1,17364
909,ENSMUSG00000053128,Rnf26,213211
910,ENSMUSG00000106925,Gm20072,NA
911,ENSMUSG00000100694,Gm29182,NA
912,ENSMUSG00000109828,Gm45662,NA
913,ENSMUSG00000109315,Gm45037,NA
914,ENSMUSG00000094872,Igkv9-120,NA
915,ENSMUSG00000107385,C330024D21Rik,NA
916,ENSMUSG00000110089,Gm36243,NA
917,ENSMUSG00000109195,Gm45038,NA
918,ENSMUSG00000111200,Gm33728,NA
919,ENSMUSG00000109077,Gm8285,NA
920,ENSMUSG00000109369,Vmn2r-ps88,NA
921,ENSMUSG00000109956,Gm45428,NA
922,ENSMUSG00000113956,Gm19368,NA
923,ENSMUSG00000086065,Gm16180,NA
924,ENSMUSG00000095829,Speer1,70896
925,ENSMUSG00000101844,Gm20844,108168612
926,ENSMUSG00000098102,Gm2467,NA
927,ENSMUSG00000033282,Rpgrip1l,244585
928,ENSMUSG00000110072,Gm45327,NA
929,ENSMUSG00000028655,Mfsd2a,76574
930,ENSMUSG00000040046,Tph1,21990
931,ENSMUSG00000100898,Gm29178,NA
932,ENSMUSG00000031458,Coprs,66423
933,ENSMUSG00000054753,AU018091,245128
934,ENSMUSG00000037583,Nr0b2,23957
935,ENSMUSG00000078491,Gm13090,105704528
936,ENSMUSG00000111415,,NA
937,ENSMUSG00000028963,Uts2,24111
938,ENSMUSG00000034739,Mfrp,259172
939,ENSMUSG00000050439,Enthd1,383075
940,ENSMUSG00000109952,Gm45395,NA
941,ENSMUSG00000029267,Mtf2,17765
942,ENSMUSG00000109712,Gm8667,NA
943,ENSMUSG00000109226,Gm45039,NA
944,ENSMUSG00000109334,Gm44925,NA
945,ENSMUSG00000101468,Gm7761,NA
946,ENSMUSG00000108816,Gm6230,NA
947,ENSMUSG00000096755,Ftl1-ps2,NA
948,ENSMUSG00000112994,Gm46312,NA
949,ENSMUSG00000115620,,NA
950,ENSMUSG00000100294,1700034K08Rik,NA
951,ENSMUSG00000110103,Zscan4-ps1,NA
952,ENSMUSG00000028965,Tnfrsf9,21942
953,ENSMUSG00000106536,Gm42508,NA
954,ENSMUSG00000106351,Gm8896,NA
955,ENSMUSG00000069515,Lyz1,17110
956,ENSMUSG00000104745,Gm43073,NA
957,ENSMUSG00000109440,Bc1-ps1,NA
958,ENSMUSG00000060771,Tsga10,211484
959,ENSMUSG00000098386,Ranbp2-ps10,NA
960,ENSMUSG00000093513,Obox4-ps31,NA
961,ENSMUSG00000098278,Ranbp2-ps8,NA
962,ENSMUSG00000093421,Obox3-ps6,NA
963,ENSMUSG00000093397,Obox4-ps29,NA
964,ENSMUSG00000110719,Gm2716,NA
965,ENSMUSG00000073730,4933415F23Rik,66755
966,ENSMUSG00000022296,Baalc,118452
967,ENSMUSG00000054310,Obox1,71468
968,ENSMUSG00000096831,Rps12-ps6,NA
969,ENSMUSG00000095420,Astx1a,NA
970,ENSMUSG00000101227,Gm29506,NA
971,ENSMUSG00000081306,Gm15266,100046078
972,ENSMUSG00000116345,,NA
973,ENSMUSG00000110196,Gm33601,NA
974,ENSMUSG00000106947,1700025A08Rik,NA
975,ENSMUSG00000113592,Gm7093,NA
976,ENSMUSG00000114994,,NA
977,ENSMUSG00000075383,Olfr351,258944
978,ENSMUSG00000005667,Mthfd2,17768
979,ENSMUSG00000036810,Cnep1r1,382030
980,ENSMUSG00000109730,Gm7151,NA
981,ENSMUSG00000106034,1700108N06Rik,NA
982,ENSMUSG00000053146,Olfr352,258942
983,ENSMUSG00000041115,Iqsec2,245666
984,ENSMUSG00000096033,Gm5899,NA
985,ENSMUSG00000108516,Gm44602,NA
986,ENSMUSG00000108433,Gm19761,NA
987,ENSMUSG00000108532,Gm32647,NA
988,ENSMUSG00000104592,Gm42721,NA
989,ENSMUSG00000075382,Olfr353,258943
990,ENSMUSG00000043873,Chil5,229687
991,ENSMUSG00000090231,Cfb,14962
992,ENSMUSG00000030562,Nox4,50490
993,ENSMUSG00000027668,Mfn1,67414
994,ENSMUSG00000108315,Gm44601,NA
995,ENSMUSG00000096732,Gm8897,NA
996,ENSMUSG00000082750,Gm12156,NA
997,ENSMUSG00000081591,Gm13440,NA
998,ENSMUSG00000055088,Olfr354,258941
999,ENSMUSG00000084298,Gm14331,NA
1000,ENSMUSG00000095907,Gm14333,NA
1001,ENSMUSG00000019189,Rnf145,74315
1002,ENSMUSG00000028850,Gpatch3,242691
1003,ENSMUSG00000080876,Gm14332,NA
1004,ENSMUSG00000090054,Gm15629,NA
1005,ENSMUSG00000089733,Gm15628,NA
1006,ENSMUSG00000075380,Olfr355,258618
1007,ENSMUSG00000025899,Alkbh8,67667
1008,ENSMUSG00000037366,Pafah2,100163
1009,ENSMUSG00000108666,Gm44538,NA
1010,ENSMUSG00000108492,Rpl18a-ps4,NA
1011,ENSMUSG00000107181,Gm17768,NA
1012,ENSMUSG00000107136,Gm42466,NA
1013,ENSMUSG00000042357,Gjb5,14622
1014,ENSMUSG00000106859,Gm42737,NA
1015,ENSMUSG00000016763,Scube1,64706
1016,ENSMUSG00000071952,Gm10351,NA
1017,ENSMUSG00000107041,Gm42735,NA
1018,ENSMUSG00000087261,Gm15477,NA
1019,ENSMUSG00000090006,Gm16227,NA
1020,ENSMUSG00000034252,Senp6,215351
1021,ENSMUSG00000104753,Gm35172,NA
1022,ENSMUSG00000050010,Shisa3,330096
1023,ENSMUSG00000010136,Pifo,100503311
1024,ENSMUSG00000090146,4930405H06Rik,NA
1025,ENSMUSG00000108053,Gm43890,NA
1026,ENSMUSG00000106505,Gm32693,NA
1027,ENSMUSG00000089743,Gm16226,NA
1028,ENSMUSG00000105880,Gm43678,NA
1029,ENSMUSG00000022244,Amacr,17117
1030,ENSMUSG00000105180,Gm4863,NA
1031,ENSMUSG00000098171,Gm9621,NA
1032,ENSMUSG00000106207,Gm19184,NA
1033,ENSMUSG00000028044,Cks1b,54124
1034,ENSMUSG00000041801,Phlda3,27280
1035,ENSMUSG00000037685,Atp8a1,11980
1036,ENSMUSG00000089809,Rasgef1b,320292
1037,ENSMUSG00000085004,5430427M07Rik,NA
1038,ENSMUSG00000111630,Gm47165,NA
1039,ENSMUSG00000021099,Six6,20476
1040,ENSMUSG00000104596,Gm19080,NA
1041,ENSMUSG00000104601,Gm29745,NA
1042,ENSMUSG00000105549,Gm43540,NA
1043,ENSMUSG00000111352,Gm5369,NA
1044,ENSMUSG00000115070,,NA
1045,ENSMUSG00000113983,Gm47742,NA
1046,ENSMUSG00000105688,4930437M23Rik,NA
1047,ENSMUSG00000061533,Cep128,75216
1048,ENSMUSG00000106159,Gm31211,NA
1049,ENSMUSG00000101949,Gm5370,NA
1050,ENSMUSG00000093913,Obox4-ps28,NA
1051,ENSMUSG00000105777,Gm43049,NA
1052,ENSMUSG00000095274,Obox4-ps27,NA
1053,ENSMUSG00000093719,Obox4-ps30,NA
1054,ENSMUSG00000006235,Epor,13857
1055,ENSMUSG00000103609,Gm37022,NA
1056,ENSMUSG00000071230,Npw,381073
1057,ENSMUSG00000022297,Fzd6,14368
1058,ENSMUSG00000026241,Nppc,18159
1059,ENSMUSG00000083667,Gm11334,NA
1060,ENSMUSG00000099359,Gm28934,NA
1061,ENSMUSG00000046351,Zfp322a,218100
1062,ENSMUSG00000083193,4930595D18Rik,NA
1063,ENSMUSG00000095465,Gm6214,NA
1064,ENSMUSG00000104790,Gm43276,NA
1065,ENSMUSG00000007021,Syngr3,20974
1066,ENSMUSG00000021098,4930447C04Rik,75801
1067,ENSMUSG00000025020,Slit1,20562
1068,ENSMUSG00000052616,Terb1,320022
1069,ENSMUSG00000079998,Gm12947,NA
1070,ENSMUSG00000094238,Rps12-ps11,NA
1071,ENSMUSG00000096318,Astx4a,NA
1072,ENSMUSG00000055138,Gm4861,229862
1073,ENSMUSG00000087370,Tmem170b,621976
1074,ENSMUSG00000101641,Gm29560,NA
1075,ENSMUSG00000086138,4930471C06Rik,NA
1076,ENSMUSG00000094294,Gm20909,100041284
1077,ENSMUSG00000094294,Gm20909,100862371
1078,ENSMUSG00000094294,Gm20909,108168554
1079,ENSMUSG00000094294,Gm20909,108168629
1080,ENSMUSG00000104544,Gm32754,NA
1081,ENSMUSG00000102293,Gm37541,NA
1082,ENSMUSG00000102383,Gm38142,NA
1083,ENSMUSG00000099401,Gm28375,NA
1084,ENSMUSG00000106540,4930590L14Rik,NA
1085,ENSMUSG00000046818,Ddit4l,73284
1086,ENSMUSG00000076478,Trbv23,NA
1087,ENSMUSG00000107248,Gm43851,NA
1088,ENSMUSG00000102070,Gm28661,NA
1089,ENSMUSG00000100225,Gm29097,NA
1090,ENSMUSG00000045414,1190002N15Rik,68861
1091,ENSMUSG00000092240,Gm4246,NA
1092,ENSMUSG00000093990,Rps12-ps12,NA
1093,ENSMUSG00000101249,Gm29216,NA
1094,ENSMUSG00000084106,Gm6136,NA
1095,ENSMUSG00000094675,Astx4b,NA
1096,ENSMUSG00000100466,Gm29572,NA
1097,ENSMUSG00000100768,Gm29055,NA
1098,ENSMUSG00000092306,Gm20447,NA
1099,ENSMUSG00000083140,Gm5073,278181
1100,ENSMUSG00000102956,Gm37017,NA
1101,ENSMUSG00000081614,Gm9436,NA
1102,ENSMUSG00000102649,Gm38021,NA
1103,ENSMUSG00000054715,Zscan22,232878
1104,ENSMUSG00000037339,Fam53a,74504
1105,ENSMUSG00000104121,Gm37485,NA
1106,ENSMUSG00000085094,Gm15692,NA
1107,ENSMUSG00000103984,Gm37447,NA
1108,ENSMUSG00000042515,Mum1l1,245631
1109,ENSMUSG00000106093,Gm42722,NA
1110,ENSMUSG00000102571,Gm37967,NA
1111,ENSMUSG00000102169,Gm9113,NA
1112,ENSMUSG00000095275,Vmn1r107,673977
1113,ENSMUSG00000045404,Kcnk13,217826
1114,ENSMUSG00000053333,Dis3l2,208718
1115,ENSMUSG00000051375,Pcdh1,75599
1116,ENSMUSG00000051839,Gypa,14934
1117,ENSMUSG00000099817,Gm29317,NA
1118,ENSMUSG00000095862,Trav6-6,NA
1119,ENSMUSG00000101744,Gm28325,NA
1120,ENSMUSG00000112768,Gm48517,NA
1121,ENSMUSG00000099880,Gm29316,NA
1122,ENSMUSG00000047674,Pdha2,18598
1123,ENSMUSG00000099587,Gm28967,NA
1124,ENSMUSG00000112604,Gm48518,NA
1125,ENSMUSG00000053389,Tas2r107,387342
1126,ENSMUSG00000092487,Vmn1r-ps71,NA
1127,ENSMUSG00000101265,Gm29099,NA
1128,ENSMUSG00000097875,Gm26704,NA
1129,ENSMUSG00000085781,Gm15640,NA
1130,ENSMUSG00000112453,Gm4781,NA
1131,ENSMUSG00000101642,Gm29315,NA
1132,ENSMUSG00000086771,1700080G11Rik,NA
1133,ENSMUSG00000057754,Tas2r106,387341
1134,ENSMUSG00000108786,Gm8309,NA
1135,ENSMUSG00000107233,Gm42959,NA
1136,ENSMUSG00000110479,Gm5743,NA
1137,ENSMUSG00000026051,1500015O10Rik,78896
1138,ENSMUSG00000043131,Mob1a,232157
1139,ENSMUSG00000043286,Pnpla1,433091
1140,ENSMUSG00000096716,Gm5755,NA
1141,ENSMUSG00000112580,Gm47673,NA
1142,ENSMUSG00000096235,Gm5123,NA
1143,ENSMUSG00000096615,Trav11,NA
1144,ENSMUSG00000037913,Tmem156,243025
1145,ENSMUSG00000054910,4931415C17Rik,NA
1146,ENSMUSG00000101522,Gm7837,NA
1147,ENSMUSG00000109556,Gm38843,NA
1148,ENSMUSG00000095807,Gm21405,100862020
1149,ENSMUSG00000004187,Kifc2,16581
1150,ENSMUSG00000025043,Dusp21,73547
1151,ENSMUSG00000101719,Gm28216,NA
1152,ENSMUSG00000087470,A630031M04Rik,NA
1153,ENSMUSG00000061977,Tas2r104,387340
1154,ENSMUSG00000028690,Mmachc,67096
1155,ENSMUSG00000103492,Gm37412,NA
1156,ENSMUSG00000081201,Smt3h2-ps4,NA
1157,ENSMUSG00000106620,Trav7-5,NA
1158,ENSMUSG00000082193,Rpl5-ps1,NA
1159,ENSMUSG00000042229,Rabif,98710
1160,ENSMUSG00000026260,Ndufa10,67273
1161,ENSMUSG00000008305,Tle1,21885
1162,ENSMUSG00000051153,Tas2r105,57252
1163,ENSMUSG00000100764,Gm29155,NA
1164,ENSMUSG00000100635,Gm29157,NA
1165,ENSMUSG00000108309,Gm44703,NA
1166,ENSMUSG00000112859,Gm48522,NA
1167,ENSMUSG00000019865,Nmbr,18101
1168,ENSMUSG00000108676,1700123J17Rik,NA
1169,ENSMUSG00000095768,Vmn1r111,667292
1170,ENSMUSG00000086501,4930597A21Rik,NA
1171,ENSMUSG00000081089,Gm14624,NA
1172,ENSMUSG00000096825,Trav12-1,NA
1173,ENSMUSG00000022243,Slc45a2,22293
1174,ENSMUSG00000082606,Gm14638,NA
1175,ENSMUSG00000112915,Gm18112,NA
1176,ENSMUSG00000109138,Gm18052,NA
1177,ENSMUSG00000112088,Gm48531,NA
1178,ENSMUSG00000063478,Tas2r114,387346
1179,ENSMUSG00000095190,Gm10668,100043566
1180,ENSMUSG00000064254,Ethe1,66071
1181,ENSMUSG00000087615,Pnpla1os,NA
1182,ENSMUSG00000114363,Gm48174,NA
1183,ENSMUSG00000114411,Gm48176,NA
